#Seq	Cat	Imp	Imp_val	m_sum_neg	c_neg	m_sum_all	m_sum_nzr	Mag	c_nzr	c_all	m_max	s_min	m_sdv_neg	s_sdv_neg	m_avg_neg	s_avg_neg	s_sdv_nzr	m_sdv_all	s_sdv_all	s_avg_nzr	m_avg_nzr	s_avg_all	Sc	m_avg_all	m_sum_pos	c_pos	m_min	s_max	m_sdv_pos	s_sdv_pos	m_avg_pos	s_avg_pos	m_sdv_nzr
5133	C003704	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.35
5134	C003705	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.41
5135	C003706	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.49
5136	C003707	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.52
5137	C003708	003	0	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	1.33
5138	C003709	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.46
5139	C003710	003	0	0.30	2	0.30	0.30	0.3	2	2	0.20	-0.20	0.16	0.16	0.15	-0.15	0.16	0.16	0.16	-0.15	0.15	-0.15	-0.1	0.15	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.87
5140	C003711	003	0	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	1.06
5141	C003712	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.37
5142	C003713	003	0	0.00	0	0.60	0.60	0.7	1	3	0.60	0.00	0.00	0.00	0.00	0.00	0.60	0.35	0.35	0.60	0.60	0.20	0.1	0.20	0.60	1	0.00	0.60	0.60	0.60	0.60	0.60	1.31
5143	C003714	003	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	1.18
5144	C003715	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.24
5145	C003716	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5146	C003717	003	0	0.40	1	0.40	0.40	0.4	1	2	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.28	0.28	-0.40	0.40	-0.20	-0.2	0.20	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.40
5147	C003718	003	0	0.40	1	0.50	0.50	0.8	2	4	0.40	-0.40	0.40	0.40	0.40	-0.40	0.29	0.21	0.21	-0.15	0.25	-0.08	0	0.12	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.53
5148	C003719	003	0	0.10	1	0.80	0.80	0.8	2	2	0.70	-0.10	0.10	0.10	0.10	-0.10	0.50	0.50	0.50	0.30	0.40	0.30	0.3	0.40	0.70	1	0.10	0.70	0.70	0.70	0.70	0.70	0.72
5149	C003720	003	0	0.00	0	1.60	1.60	1.6	2	2	0.80	0.80	0.00	0.00	0.00	0.00	0.80	0.80	0.80	0.80	0.80	0.80	0.8	0.80	1.60	2	0.80	0.80	0.80	0.80	0.80	0.80	1.00
5150	C003721	003	0	0.00	0	1.00	1.00	1	2	2	0.80	0.20	0.00	0.00	0.00	0.00	0.58	0.58	0.58	0.50	0.50	0.50	0.5	0.50	1.00	2	0.20	0.80	0.58	0.58	0.50	0.50	0.92
5151	C003722	003	0	0.00	0	0.30	0.30	0.3	2	3	0.20	0.00	0.00	0.00	0.00	0.00	0.16	0.13	0.13	0.15	0.15	0.10	0.1	0.10	0.30	2	0.00	0.20	0.16	0.16	0.15	0.15	0.70
5152	C003723	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.84
5153	C003724	003	0	0.20	1	1.00	1.00	1.2	4	4	0.50	-0.20	0.20	0.20	0.20	-0.20	0.29	0.29	0.29	0.15	0.25	0.15	0.1	0.25	0.80	3	0.10	0.50	0.32	0.32	0.27	0.27	0.54
5154	C003725	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.74
5155	C003726	003	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.91
5156	C003727	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.00
5157	C003728	003	0	0.30	1	2.50	2.50	2.7	6	7	0.90	-0.30	0.30	0.30	0.30	-0.30	0.47	0.44	0.44	0.32	0.42	0.27	0.2	0.36	2.20	5	0.00	0.90	0.50	0.50	0.44	0.44	0.63
5158	C003729	003	0	0.30	1	0.60	0.60	0.6	2	2	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	0.00	0.30	0.00	0	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.63
5159	C003730	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.80
5160	C003731	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.90
5161	C003732	003	0	0.10	1	0.50	0.50	0.7	2	4	0.40	-0.10	0.10	0.10	0.10	-0.10	0.29	0.21	0.21	0.15	0.25	0.08	0	0.12	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.73
5162	C003733	003	0	1.90	4	2.10	2.10	2.4	5	6	0.70	-0.70	0.53	0.53	0.47	-0.47	0.48	0.44	0.44	-0.34	0.42	-0.28	-0.3	0.35	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.61
5163	C003734	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5164	C003735	003	0	0.00	0	0.80	0.80	0.9	2	3	0.70	0.00	0.00	0.00	0.00	0.00	0.50	0.41	0.41	0.40	0.40	0.27	0.3	0.27	0.80	2	0.00	0.70	0.50	0.50	0.40	0.40	0.50
5165	C003736	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.93
5166	C003737	003	0	0.00	0	0.10	0.10	0.1	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.97
5167	C003738	003	0	1.30	2	1.60	1.60	1.7	3	3	0.80	-0.80	0.67	0.67	0.65	-0.65	0.57	0.57	0.57	-0.33	0.53	-0.33	-0.3	0.53	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.81
5168	C003739	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.08
5169	C003740	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5170	C003741	003	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.30
5171	C003742	003	0	1.40	2	1.40	1.40	1.5	2	2	0.80	-0.80	0.71	0.71	0.70	-0.70	0.71	0.71	0.71	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.81
5172	C003743	003	0	0.20	1	0.50	0.50	0.5	2	2	0.30	-0.20	0.20	0.20	0.20	-0.20	0.25	0.25	0.25	0.05	0.25	0.05	0	0.25	0.30	1	0.20	0.30	0.30	0.30	0.30	0.30	0.68
5173	C003744	003	0	1.00	2	1.00	1.00	1	2	2	0.60	-0.60	0.51	0.51	0.50	-0.50	0.51	0.51	0.51	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.78
5174	C003745	003	0	1.20	2	2.00	2.00	2.1	3	5	0.80	-0.70	0.61	0.61	0.60	-0.60	0.68	0.53	0.53	-0.13	0.67	-0.08	0	0.40	0.80	1	0.00	0.80	0.80	0.80	0.80	0.80	0.85
5175	C003746	003	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.94
5176	C003747	003	0	0.20	1	0.50	0.50	0.5	2	3	0.30	-0.20	0.20	0.20	0.20	-0.20	0.25	0.21	0.21	0.05	0.25	0.03	0	0.17	0.30	1	0.00	0.30	0.30	0.30	0.30	0.30	0.73
5177	C003748	003	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.88
5178	C003749	003	0	0.20	1	0.50	0.50	0.5	2	2	0.30	-0.20	0.20	0.20	0.20	-0.20	0.25	0.25	0.25	0.05	0.25	0.05	0	0.25	0.30	1	0.20	0.30	0.30	0.30	0.30	0.30	0.71
5179	C003750	003	0	0.20	1	0.90	0.90	1.1	3	3	0.50	-0.20	0.20	0.20	0.20	-0.20	0.33	0.33	0.33	0.17	0.30	0.17	0.1	0.30	0.70	2	0.20	0.50	0.38	0.38	0.35	0.35	0.59
5180	C003751	003	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.77
5181	C003752	003	0	0.80	1	1.10	1.10	1.2	3	3	0.80	-0.80	0.80	0.80	0.80	-0.80	0.48	0.48	0.48	-0.17	0.37	-0.17	-0.1	0.37	0.30	2	0.10	0.20	0.16	0.16	0.15	0.15	0.70
5182	C003753	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.84
5183	C003754	003	0	1.10	2	1.90	1.90	2	3	3	0.80	-0.70	0.57	0.57	0.55	-0.55	0.66	0.66	0.66	-0.10	0.63	-0.10	-0.1	0.63	0.80	1	0.40	0.80	0.80	0.80	0.80	0.80	0.84
5184	C003755	003	0	0.20	1	0.50	0.50	0.5	2	2	0.30	-0.20	0.20	0.20	0.20	-0.20	0.25	0.25	0.25	0.05	0.25	0.05	0	0.25	0.30	1	0.20	0.30	0.30	0.30	0.30	0.30	0.70
5185	C003756	003	0	0.20	1	0.50	0.50	0.5	2	2	0.30	-0.20	0.20	0.20	0.20	-0.20	0.25	0.25	0.25	0.05	0.25	0.05	0	0.25	0.30	1	0.20	0.30	0.30	0.30	0.30	0.30	0.64
5186	C003757	003	0	0.80	1	0.80	0.80	0.9	1	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.57	0.57	-0.80	0.80	-0.40	-0.3	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.13
5187	C003758	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.11
5188	C003759	003	0	1.50	3	1.90	1.90	2	4	7	0.90	-0.90	0.60	0.60	0.50	-0.50	0.55	0.42	0.42	-0.28	0.47	-0.16	-0.1	0.27	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.76
5189	C003760	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.12
5190	C003761	003	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.08
5191	C003762	003	0	0.10	1	0.10	0.10	0.2	1	3	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.06	0.06	-0.10	0.10	-0.03	0	0.03	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.04
5192	C003763	003	0	0.60	1	0.70	0.70	0.7	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.43	0.43	0.43	-0.25	0.35	-0.25	-0.2	0.35	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.84
5193	C003764	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.92
5194	C003765	003	0	1.20	3	1.20	1.20	1.2	3	3	0.80	-0.80	0.50	0.50	0.40	-0.40	0.50	0.50	0.50	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.74
5195	C003766	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.11
5196	C003767	003	0	1.10	2	1.40	1.40	1.5	3	3	0.70	-0.70	0.57	0.57	0.55	-0.55	0.50	0.50	0.50	-0.27	0.47	-0.27	-0.2	0.47	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.79
5197	C003768	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5198	C003769	003	0	0.00	0	0.00	0.00	0.1	0	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5199	C003770	003	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.20
5200	C003771	003	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.60
5201	C003772	003	0	0.40	1	0.40	0.40	0.5	1	2	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.28	0.28	-0.40	0.40	-0.20	-0.2	0.20	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.87
5202	C003773	003	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.95
5203	C003774	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.02
5204	C003775	003	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	1.02
5205	C003776	003	0	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	1.13
5206	C003777	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.22
5207	C003778	003	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.12
5208	C003779	003	0	0.50	2	0.90	0.90	0.9	4	4	0.40	-0.40	0.29	0.29	0.25	-0.25	0.26	0.26	0.26	-0.03	0.22	-0.03	0	0.22	0.40	2	0.10	0.30	0.22	0.22	0.20	0.20	0.59
5209	C003780	003	0	0.70	1	0.70	0.70	0.8	1	3	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.40	0.40	-0.70	0.70	-0.23	-0.2	0.23	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.04
5210	C003781	003	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	1.04
5211	C003782	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5212	C003783	003	0	0.10	1	0.10	0.10	0.1	1	2	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.07	0.07	-0.10	0.10	-0.05	0	0.05	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.10
5213	C003784	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5214	C003785	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	0.70
5215	C003786	003	0	0.50	2	0.50	0.50	0.6	2	2	0.30	-0.30	0.25	0.25	0.25	-0.25	0.25	0.25	0.25	-0.25	0.25	-0.25	-0.3	0.25	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.64
5216	C003787	003	0	0.40	1	1.30	1.30	1.4	3	3	0.60	-0.40	0.40	0.40	0.40	-0.40	0.45	0.45	0.45	0.17	0.43	0.17	0.1	0.43	0.90	2	0.30	0.60	0.47	0.47	0.45	0.45	0.65
5217	C003788	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.07
5218	C003789	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.19
5219	C003790	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.16
5220	C003791	003	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	1.15
5221	C003792	003	0	0.90	2	1.00	1.00	1	3	3	0.50	-0.50	0.45	0.45	0.45	-0.45	0.37	0.37	0.37	-0.27	0.33	-0.27	-0.2	0.33	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.72
5222	C003793	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.94
5223	C003794	003	0	0.20	1	0.30	0.30	0.4	2	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.16	0.16	0.16	-0.05	0.15	-0.05	0	0.15	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.70
5224	C003795	003	0	0.20	1	0.20	0.20	0.2	1	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.14	0.14	-0.20	0.20	-0.10	0	0.10	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.86
5225	C003796	003	0	0.00	0	1.20	1.20	1.3	3	3	0.60	0.20	0.00	0.00	0.00	0.00	0.43	0.43	0.43	0.40	0.40	0.40	0.4	0.40	1.20	3	0.20	0.60	0.43	0.43	0.40	0.40	0.69
5226	C003797	003	0	0.00	0	0.80	0.80	0.8	1	1	0.80	0.80	0.00	0.00	0.00	0.00	0.80	0.80	0.80	0.80	0.80	0.80	0.8	0.80	0.80	1	0.80	0.80	0.80	0.80	0.80	0.80	1.15
5227	C003798	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.15
5228	C003799	003	0	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	1.18
5229	C003800	003	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.11
5230	C003801	003	0	0.00	0	0.90	0.90	0.9	1	1	0.90	0.90	0.00	0.00	0.00	0.00	0.90	0.90	0.90	0.90	0.90	0.90	0.9	0.90	0.90	1	0.90	0.90	0.90	0.90	0.90	0.90	1.38
5231	C003802	003	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.23
5232	C003803	003	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.19
5233	C003804	003	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.19
5234	C003805	003	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.18
5235	C003806	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.29
5236	C003807	003	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.21
5237	C003808	003	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.19
5238	C003809	003	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.19
5239	C003810	003	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.18
5240	C003811	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.16
5241	C003812	003	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.18
